fip_index,fip_title,community,c,supercommunity,sc,question,q,sort,nochoice,decl,rel,resource_id_used,startdate,enddate,date,resource_pref_id,res,reslabel,res_np,res_np_date,resourcetype,qualification_np
http://purl.org/np/RAHpo9R1qUnZaB0jBMXlLf3edsjeisxnBvNIuQQAWHib8,IUPAC Gold Book ,http://purl.org/np/RAWYlDarwOREB3W-z2k_6l-Dp79ZBzqkcyU9hM28J6vhQ#iupac-assets,iupac-assets,http://purl.org/np/RAqjSLRrTWwqBo53y9CGWTtQn6sa8VdDmAhU_TuoLkAVw#worldfair_project_communities,worldfair_project_communities,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAGBqD4r46B3GXxejYwu_NLkWBLGfu62_qx4t5lJEASRM#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAQtuJa-bzLqVlxCcWNvR8C1tAtHRO9E1KDeqXCmce4gQ#GoldBook,2022-10-04,2050-12-31,2023-04-17T01:57:02+00:00,http://purl.org/np/RAQtuJa-bzLqVlxCcWNvR8C1tAtHRO9E1KDeqXCmce4gQ#GoldBook,GoldBook,IUPAC Gold Book ,http://purl.org/np/RAQtuJa-bzLqVlxCcWNvR8C1tAtHRO9E1KDeqXCmce4gQ,2022-11-17T14:54:39+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RACd4ZEClq-KlogFH5g-rDp_4iGaX5hkUhy9q_BzlixpM,LifeWatch_Marine_FIP_2019,http://purl.org/np/RAvRsoe_qjAtywswoh3PyrL7Q5_7ayjsyhsUdecmm1JMs#lw-marine,lw-marine,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAUpUGnomjv0-90901Br2pEqXtwEwjdLjJAghwECeBS9g#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,2019-01-01,2019-12-31,2023-04-25T03:04:12+00:00,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,Google,Google Search,http://purl.org/np/RAi15QDDbLsQv-sJmThI3ecyluuDr6tgpHCSSRiDZnJzo,2022-07-21T10:07:39.214000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAY72ZGIPM3dYFhub53c8cSBQGezShb5UReBEtmZA-4Ns
http://purl.org/np/RAcn9PL7Aw3nRMRcnQXhtssXF2-UgizrekwiLH3dYbpiE,LifeWatch_Marine_FIP_2021,http://purl.org/np/RAvRsoe_qjAtywswoh3PyrL7Q5_7ayjsyhsUdecmm1JMs#lw-marine,lw-marine,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAFvmm9IeTPi58lYzHFObrNmbB4lnYAtgnckCqrpaVsts#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,2021-01-01,2021-12-31,2022-12-28T22:26:30+00:00,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,Google,Google Search,http://purl.org/np/RAi15QDDbLsQv-sJmThI3ecyluuDr6tgpHCSSRiDZnJzo,2022-07-21T10:07:39.214000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAY72ZGIPM3dYFhub53c8cSBQGezShb5UReBEtmZA-4Ns
http://purl.org/np/RAlqasGmdXTcPoXpfglWVszmX9iaadH-Qdofly7zGEVfU,LifeWatch_Marine_FIP_2020,http://purl.org/np/RAvRsoe_qjAtywswoh3PyrL7Q5_7ayjsyhsUdecmm1JMs#lw-marine,lw-marine,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAEv7FGC9BiZpJCE88NO0Vr0elfHtq-1EHwkVOcFa-JAI#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,2020-01-01,2020-12-31,2023-04-25T03:04:52+00:00,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,Google,Google Search,http://purl.org/np/RAi15QDDbLsQv-sJmThI3ecyluuDr6tgpHCSSRiDZnJzo,2022-07-21T10:07:39.214000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAY72ZGIPM3dYFhub53c8cSBQGezShb5UReBEtmZA-4Ns
http://purl.org/np/RAo8aytrwDIRG9vnehomFBjWSJYZXORAXR_zBEz9Y-aIY,LifeWatch_Marine_FIP_2022,http://purl.org/np/RAvRsoe_qjAtywswoh3PyrL7Q5_7ayjsyhsUdecmm1JMs#lw-marine,lw-marine,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAG5kmx--f0y97v6MgQLpWqfzCBOB5IztFLf8dqdnG0WU#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,2022-01-01,2022-12-31,2023-04-25T05:01:43+00:00,http://purl.org/np/RAmIZNVGWc2awqZYQGesFtPXS3wUAiQxMd1MUigJK1j3M#Google,Google,Google Search,http://purl.org/np/RAi15QDDbLsQv-sJmThI3ecyluuDr6tgpHCSSRiDZnJzo,2022-07-21T10:07:39.214000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAY72ZGIPM3dYFhub53c8cSBQGezShb5UReBEtmZA-4Ns
http://purl.org/np/RA4i9-qt9zo6nmnV3H_6bgtuqHU7n0a8pa5aAXxpoKVb4,SIOS_FIP_2021,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RA5scp6WOaPmz7uGFk9FPFR4oJGWAiiuo4WTnT7_vH0kI#declaration,https://w3id.org/fair/fip/terms/declares-planned-use-of,http://purl.org/np/RAgMSICLbieR1epOdXJfr53mgrosGAmwQwKn_XPW0v5og#WMO_Search,2021-01-01,2021-12-31,2023-04-25T03:00:31+00:00,http://purl.org/np/RAMy1D1igtlNYb4D-De_ODeCgFF9OMTIkvrS6SpTFONpQ#WMO_Search,WMO_Search,WMO Search | World Meteorological Organization Search,http://purl.org/np/RAMy1D1igtlNYb4D-De_ODeCgFF9OMTIkvrS6SpTFONpQ,2023-04-24T16:31:57.948000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RA7uBmbM7Mgf0vOmPJBubuvLVr4bICPEVv7MfQFCwwspQ
http://purl.org/np/RA4i9-qt9zo6nmnV3H_6bgtuqHU7n0a8pa5aAXxpoKVb4,SIOS_FIP_2021,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RABuxcn7YkUdabsOu_3kyskzfJaw1ylYCM_JuHirZE83k#declaration,https://w3id.org/fair/fip/terms/declares-planned-use-of,http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal,2021-01-01,2021-12-31,2023-04-25T03:00:31+00:00,http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal,GEOSS_Portal,GEOSS Portal | Global Earth Observation System of Systems Portal,http://purl.org/np/RAa9uACB-2-fE0qcFXKMlV2VPV3-0W_l4NKl7c-YnOrgc,2022-07-21T09:54:51.565000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAFz6avzEFL9VDLT2YklOcfQGQ241SQ1NFXSyLDuIklzA
http://purl.org/np/RA4i9-qt9zo6nmnV3H_6bgtuqHU7n0a8pa5aAXxpoKVb4,SIOS_FIP_2021,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RASu611tgCNrx6OXJZXaFhc1ajs8IXQGc_Sk2a8BhqQfU#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,2021-01-01,2021-12-31,2023-04-25T03:00:31+00:00,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,sios_site,Sios Metadata Search,http://purl.org/np/RAO8TlH58tRE71NdIx1o8OdmIbIwZW8zNFHPKx_9W3p7s,2022-07-23T16:19:41.803000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAe-VE4TN08tJ-ZVduqaL-3CIaIRV9vYuy1J5jbOUGDNs
http://purl.org/np/RAZ-ZfrxZ-Mgpkr_jat4ti2oRyEBfo2i0ONMKqHuTsXP4,SIOS_FIP_2019,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAV13tgbF3wgTkGqHDNvXoNubEYgaHcOcHUQZZFA2PGCg#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,2019-01-01,2019-12-31,2023-04-25T02:58:56+00:00,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,sios_site,Sios Metadata Search,http://purl.org/np/RAO8TlH58tRE71NdIx1o8OdmIbIwZW8zNFHPKx_9W3p7s,2022-07-23T16:19:41.803000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAe-VE4TN08tJ-ZVduqaL-3CIaIRV9vYuy1J5jbOUGDNs
http://purl.org/np/RAwL4zCQVGJ9G-rFpzzRykTCenp73YNtqikZku7DuFQN0,SIOS_FIP_2020,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAI-LWMr9g-AMAP-eU7j5aN4UqRI88yKlScIu6wwQWIUQ#declaration,https://w3id.org/fair/fip/terms/declares-planned-use-of,http://purl.org/np/RAgMSICLbieR1epOdXJfr53mgrosGAmwQwKn_XPW0v5og#WMO_Search,2020-01-01,2020-12-31,2023-04-25T02:59:43+00:00,http://purl.org/np/RAMy1D1igtlNYb4D-De_ODeCgFF9OMTIkvrS6SpTFONpQ#WMO_Search,WMO_Search,WMO Search | World Meteorological Organization Search,http://purl.org/np/RAMy1D1igtlNYb4D-De_ODeCgFF9OMTIkvrS6SpTFONpQ,2023-04-24T16:31:57.948000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RA7uBmbM7Mgf0vOmPJBubuvLVr4bICPEVv7MfQFCwwspQ
http://purl.org/np/RAwL4zCQVGJ9G-rFpzzRykTCenp73YNtqikZku7DuFQN0,SIOS_FIP_2020,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RASLik4z7wqhYpomBMWej_693e4Qh-zUOlNDv3rP_j3ZA#declaration,https://w3id.org/fair/fip/terms/declares-planned-use-of,http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal,2020-01-01,2020-12-31,2023-04-25T02:59:43+00:00,http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal,GEOSS_Portal,GEOSS Portal | Global Earth Observation System of Systems Portal,http://purl.org/np/RAa9uACB-2-fE0qcFXKMlV2VPV3-0W_l4NKl7c-YnOrgc,2022-07-21T09:54:51.565000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAFz6avzEFL9VDLT2YklOcfQGQ241SQ1NFXSyLDuIklzA
http://purl.org/np/RAwL4zCQVGJ9G-rFpzzRykTCenp73YNtqikZku7DuFQN0,SIOS_FIP_2020,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAnsguEFOZ4ua-Mwxe5p3C0PGtloKE9Ux3Vpo6jY9cehU#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,2020-01-01,2020-12-31,2023-04-25T02:59:43+00:00,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,sios_site,Sios Metadata Search,http://purl.org/np/RAO8TlH58tRE71NdIx1o8OdmIbIwZW8zNFHPKx_9W3p7s,2022-07-23T16:19:41.803000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAe-VE4TN08tJ-ZVduqaL-3CIaIRV9vYuy1J5jbOUGDNs
http://purl.org/np/RAzy8Fn96nXa0uqhX-CqgaStIFHxzW2fZ3WYCDUi7KzVU,SIOS_FIP_2022,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAF0HUYhk_Kc5Jm6hSizrbSJcwgoeQ5dpUm4WUr9TOZps#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAJIWv1JfYIO8zmSJuSjYQS-Rptn6O3JJJlUc4lusYcVs#SIOS-CSW-Catalogue,2022-01-01,2023-12-31,2023-04-13T00:06:58+00:00,http://purl.org/np/RAJIWv1JfYIO8zmSJuSjYQS-Rptn6O3JJJlUc4lusYcVs#SIOS-CSW-Catalogue,SIOS-CSW-Catalogue,Svalbard Integrated Arctic Earth Observing System CSW Catalogue,http://purl.org/np/RA09cqSE_Uz1nHNPTz2oe06TOGnt68aG2G7280bE3oMAM,2023-04-25T03:01:38+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAzy8Fn96nXa0uqhX-CqgaStIFHxzW2fZ3WYCDUi7KzVU,SIOS_FIP_2022,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAPsBVDhFtAh-kG_U6OZBTVPYuX_-CldeKvE5P5y1s2Mw#declaration,https://w3id.org/fair/fip/terms/declares-planned-use-of,http://purl.org/np/RAgMSICLbieR1epOdXJfr53mgrosGAmwQwKn_XPW0v5og#WMO_Search,2022-01-01,2023-12-31,2023-04-13T00:06:58+00:00,http://purl.org/np/RAMy1D1igtlNYb4D-De_ODeCgFF9OMTIkvrS6SpTFONpQ#WMO_Search,WMO_Search,WMO Search | World Meteorological Organization Search,http://purl.org/np/RAMy1D1igtlNYb4D-De_ODeCgFF9OMTIkvrS6SpTFONpQ,2023-04-24T16:31:57.948000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RA7uBmbM7Mgf0vOmPJBubuvLVr4bICPEVv7MfQFCwwspQ
http://purl.org/np/RAzy8Fn96nXa0uqhX-CqgaStIFHxzW2fZ3WYCDUi7KzVU,SIOS_FIP_2022,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RASDGTlamRDLOOBZiaJdt0M1cXK5e5COia-W4XmeAqkbo#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,2022-01-01,2023-12-31,2023-04-13T00:06:58+00:00,http://purl.org/np/RAiW_pjYXnO1ipzWzQrWOQO6Xohqdj8QwsiCbD_Tz1f8U#sios_site,sios_site,Sios Metadata Search,http://purl.org/np/RAO8TlH58tRE71NdIx1o8OdmIbIwZW8zNFHPKx_9W3p7s,2022-07-23T16:19:41.803000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAe-VE4TN08tJ-ZVduqaL-3CIaIRV9vYuy1J5jbOUGDNs
http://purl.org/np/RAzy8Fn96nXa0uqhX-CqgaStIFHxzW2fZ3WYCDUi7KzVU,SIOS_FIP_2022,http://purl.org/np/RAQufjbWqPyxaNoGCLug_9nTbCXSTo2ADgEmN3BVPBNe0#sios,sios,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAr5-FswgXEKUm0FbY-vOxtU_FJTAKFWrYhdb9MPMrL-8#declaration,https://w3id.org/fair/fip/terms/declares-planned-use-of,http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal,2022-01-01,2023-12-31,2023-04-13T00:06:58+00:00,http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal,GEOSS_Portal,GEOSS Portal | Global Earth Observation System of Systems Portal,http://purl.org/np/RAa9uACB-2-fE0qcFXKMlV2VPV3-0W_l4NKl7c-YnOrgc,2022-07-21T09:54:51.565000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAFz6avzEFL9VDLT2YklOcfQGQ241SQ1NFXSyLDuIklzA
http://purl.org/np/RAMPGE47dJdafnTydKSrqmv7rGeDzG1s0lSjF-mXlzN7o,WorldFAIR WP09 Biodiversity FIP01,http://purl.org/np/RAmGrWU8VeFW4C832nbioVSWfsBsP1b6FDneaG4hdbyi8#wf-wp09-biodiversity,wf-wp09-biodiversity,http://purl.org/np/RAqjSLRrTWwqBo53y9CGWTtQn6sa8VdDmAhU_TuoLkAVw#worldfair_project_communities,worldfair_project_communities,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RA4JsWMNMrGW5IN9aYxFUeQZV3ZypPALF3Xt3gOT_-sdg#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAUhotKhSj2m1ftHGPXAYyL2QgY60L6mYrunOzQwGZJ44#Google_Dataset_Search,2022-08-08,2050-12-31,2023-04-17T01:10:43+00:00,http://purl.org/np/RAUhotKhSj2m1ftHGPXAYyL2QgY60L6mYrunOzQwGZJ44#Google_Dataset_Search,Google_Dataset_Search,Google Dataset Search,http://purl.org/np/RABQevgoBbk9Xi5bfHwvz4aEf5ZLf2Me02NkjcR6g0mng,2022-07-21T10:04:40.902000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAuwYBdE64469CzoingAAiL_u6lh1sy-1hNuN2qZelILM
http://purl.org/np/RAMPGE47dJdafnTydKSrqmv7rGeDzG1s0lSjF-mXlzN7o,WorldFAIR WP09 Biodiversity FIP01,http://purl.org/np/RAmGrWU8VeFW4C832nbioVSWfsBsP1b6FDneaG4hdbyi8#wf-wp09-biodiversity,wf-wp09-biodiversity,http://purl.org/np/RAqjSLRrTWwqBo53y9CGWTtQn6sa8VdDmAhU_TuoLkAVw#worldfair_project_communities,worldfair_project_communities,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAqd9m-DS5XHTX2RBVGM_cX1S6JcLJEcOtTryRIxxyy4Y#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAANOJAdT5AYQlA5SMsTOGb6aHjhyhd8o2nkSqX1UeWDU#GBIF_search_engine,2022-08-08,2050-12-31,2023-04-17T01:10:43+00:00,http://purl.org/np/RAANOJAdT5AYQlA5SMsTOGb6aHjhyhd8o2nkSqX1UeWDU#GBIF_search_engine,GBIF_search_engine,GBIF search engine | Global Biodiversity Information Facility Search Engine,http://purl.org/np/RAp16uYCevT6sdTnGPExJTOuch38D-KJOzXVbTGzxc9Gc,2022-07-21T09:23:27.877000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAt-RDXCbSQBkFOJ5tEUbKpS-sPOnH-Ns3Z1_veM-zdCc
http://purl.org/np/RAMPGE47dJdafnTydKSrqmv7rGeDzG1s0lSjF-mXlzN7o,WorldFAIR WP09 Biodiversity FIP01,http://purl.org/np/RAmGrWU8VeFW4C832nbioVSWfsBsP1b6FDneaG4hdbyi8#wf-wp09-biodiversity,wf-wp09-biodiversity,http://purl.org/np/RAqjSLRrTWwqBo53y9CGWTtQn6sa8VdDmAhU_TuoLkAVw#worldfair_project_communities,worldfair_project_communities,https://w3id.org/fair/fip/terms/FIP-Question-F4-D,F4-D,04-Dx,,http://purl.org/np/RAwUvRS6pWSXgrOD35YGtRqjOROpxPps4_9f2WYBtAHMo#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RANGw57Qlx5BklwMWCP1srqv4KG1o1I8cvA2IRaHq_HDg#DataCite,2022-08-08,2050-12-31,2023-04-17T01:10:43+00:00,http://purl.org/np/RANGw57Qlx5BklwMWCP1srqv4KG1o1I8cvA2IRaHq_HDg#DataCite,DataCite,DataCite | DataCite Ontology,http://purl.org/np/RAyz2MgaMT31GFTEsgMilmLw65PaPDCn1DDbkxVGrA08k,2023-01-08T15:32:58.812000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RA3EvTh5VUa8Hu6ixF_cVnN56eCo5h6Aan-U0q08DizwQ
http://purl.org/np/RAMeYMW5oErccWQHmth6IB6ZKAl-EBuxbUvNCfcXmKLi0,ACTRIS_ARES_FIP_2022,http://purl.org/np/RA39E3Dj61wCQkWCkK707UWBEBvRj2-hUDH5V5BicUgrg#ACTRIS-ARES,ACTRIS-ARES,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-A1.1-MD,A1.1-MD,A1.1-0Dx,,http://purl.org/np/RAI4NAwUXVmCn4jPFSl4IW6Q1B6GXNV2YIokwHOkwTins#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS,2022-01-01,2022-12-31,2023-04-24T19:39:18+00:00,http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS,HTTPS,HTTPS | Hypertext Transfer Protocol Secure,http://purl.org/np/RAQMemFusa3RG0PhZ7oY9uL-Io2ey339_Moj1zL2jwvTE,2023-03-25T08:50:40.074000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAGIZF2e07qWLSF1Y0wreurQCD6ZBMYGB_-Vff_uPs_EE
http://purl.org/np/RAMeYMW5oErccWQHmth6IB6ZKAl-EBuxbUvNCfcXmKLi0,ACTRIS_ARES_FIP_2022,http://purl.org/np/RA39E3Dj61wCQkWCkK707UWBEBvRj2-hUDH5V5BicUgrg#ACTRIS-ARES,ACTRIS-ARES,http://purl.org/np/RAdfztWNVhHRCxrGOGSYAFHDrrMQV8Ug2nZL4rxhP7CNU#ENVRI,ENVRI,https://w3id.org/fair/fip/terms/FIP-Question-A1.1-MD,A1.1-MD,A1.1-0Dx,,http://purl.org/np/RAWy9OfWkZmfFHVBNrLhcyMZg8B0H34e0iCQ9UX6WEAzw#declaration,https://w3id.org/fair/fip/terms/declares-current-use-of,http://purl.org/np/RApihvFKR8-JO6eD5nuYMkyEDONbIZZC5uDkjxdqqq0ZQ#OPeNDAP,2022-01-01,2022-12-31,2023-04-24T19:39:18+00:00,http://purl.org/np/RApihvFKR8-JO6eD5nuYMkyEDONbIZZC5uDkjxdqqq0ZQ#OPeNDAP,OPeNDAP,OPeNDAP | Open-source Project for a Network Data Access Protocol,http://purl.org/np/RAS4Mk7jb2yf_da30Nm6vFP1jIfEDcoy6Hz3wZpbnRulU,2022-07-24T15:03:25.167000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RA71AwZ_OABimCO9Wy_RzaIvpOnfCs5X3m4PV27NsD1zg
